0.000000	0.126875	0.890938
1.000000	-0.018750	-0.127656
2.000000	-0.307500	-0.057344
3.000000	0.244063	-0.327031
4.000000	-0.289687	0.045156
5.000000	0.017188	0.184375
6.000000	0.177813	0.271719
7.000000	-0.329688	-0.195469
8.000000	0.130000	0.050000
9.000000	0.066250	-0.045625
10.000000	-0.218750	0.051406
11.000000	0.233437	-0.467656
12.000000	0.099062	-0.107344
13.000000	0.263750	-0.177187
14.000000	0.041250	-0.087344
15.000000	0.165313	-0.074219
16.000000	-0.408438	-0.081250
17.000000	-0.055000	0.309844
18.000000	0.012813	-0.520625
19.000000	-0.169375	0.212500
20.000000	0.145937	-0.088906
21.000000	0.098125	-0.045000
22.000000	-0.301250	0.130469
23.000000	0.232500	0.098906
24.000000	0.117813	0.147500
25.000000	-0.199688	0.562031
26.000000	0.443437	-0.076250
27.000000	0.215313	-0.035781
28.000000	-0.185938	-0.394062
29.000000	-0.021562	-0.088750
30.000000	-0.043125	-0.146563
31.000000	0.008438	-0.080625
32.000000	0.231250	-0.408594
33.000000	-0.050625	0.082031
34.000000	0.313750	0.323281
35.000000	-0.003125	-0.132656
36.000000	0.119688	-0.047500
37.000000	-0.225625	0.272500
38.000000	0.157500	-0.113281
39.000000	-0.102188	0.116406
40.000000	-0.221875	0.236094
41.000000	0.128750	0.304375
42.000000	0.042188	-0.237969
43.000000	-0.060625	0.462500
44.000000	0.317188	0.081719
45.000000	-0.052812	0.116094
46.000000	-0.149688	0.087344
47.000000	0.111563	-0.002500
48.000000	0.195312	-0.016406
49.000000	-0.001250	-0.177656
50.000000	-0.066875	0.066562
51.000000	-0.026875	0.064219
52.000000	0.025625	0.369688
53.000000	0.168438	0.012188
54.000000	-0.087813	0.082031
55.000000	0.027500	-0.309688
56.000000	0.079375	-0.273594
57.000000	0.313750	-0.150781
58.000000	-0.230938	0.051719
59.000000	-0.090938	-0.281250
60.000000	-0.115000	-0.018750
61.000000	0.026875	-0.132969
62.000000	-0.188125	-0.095000
63.000000	0.019062	-0.115625
64.000000	-0.377500	-0.342344
65.000000	0.045625	-0.118906
66.000000	-0.239063	0.058750
67.000000	-0.396875	0.211719
68.000000	0.043438	0.271719
69.000000	0.131875	-0.206875
70.000000	-0.084687	-0.280313
71.000000	0.440000	-0.060937
72.000000	0.200625	-0.092031
73.000000	0.096875	0.270156
74.000000	-0.100000	0.043750
75.000000	0.248438	0.241563
76.000000	-0.097812	0.004219
77.000000	0.046875	0.183125
78.000000	-0.024063	-0.159375
79.000000	-0.080937	-0.131094
80.000000	0.021250	-0.121563
81.000000	0.214688	0.143281
82.000000	-0.023437	0.033438
83.000000	0.241563	0.187656
84.000000	-0.112812	-0.307344
85.000000	0.070312	0.149844
86.000000	0.087188	0.208281
87.000000	-0.177813	0.175156
88.000000	0.115937	-0.242344
89.000000	-0.217188	0.097344
90.000000	-0.241250	0.117656
91.000000	-0.007188	-0.135625
92.000000	0.106563	0.177344
93.000000	-0.366563	-0.065000
94.000000	0.183125	0.158281
95.000000	-0.005938	-0.294219
96.000000	-0.296563	-0.003594
97.000000	-0.067500	0.284531
98.000000	-0.057500	0.482500
99.000000	-0.061875	0.431250
100.000000	0.030312	0.209063
101.000000	-0.060313	0.077656
102.000000	-0.293438	-0.109531
103.000000	0.229063	-0.079531
104.000000	0.160938	0.246094
105.000000	-0.003750	0.176250
106.000000	0.217188	-0.215625
107.000000	0.225938	-0.154375
108.000000	-0.076250	0.178750
109.000000	0.232187	-0.162656
110.000000	-0.011250	0.135781
111.000000	-0.008750	-0.198594
112.000000	0.147813	-0.484063
113.000000	0.055000	0.174063
114.000000	-0.157500	0.198281
115.000000	0.305625	-0.038594
116.000000	-0.158438	0.199219
117.000000	-0.258125	0.099219
118.000000	0.241875	-0.062969
119.000000	0.067500	-0.169219
120.000000	-0.071250	-0.256875
121.000000	0.303438	-0.295469
122.000000	-0.085000	0.055938
123.000000	-0.064062	-0.225938
124.000000	-0.005000	-0.149063
125.000000	0.238437	0.221875
126.000000	-0.055313	-0.122188
127.000000	0.184063	-0.085156
128.000000	-0.012813	0.248906
129.000000	0.050625	-0.171250
130.000000	0.048125	-0.029688
131.000000	0.080313	0.443125
132.000000	0.320312	-0.157031
133.000000	0.020625	0.002969
134.000000	-0.272500	0.150625
135.000000	0.191250	-0.140781
136.000000	0.199375	0.070000
137.000000	-0.255625	0.105313
138.000000	0.243750	-0.017344
139.000000	-0.194688	0.215313
140.000000	0.002188	-0.012031
141.000000	0.325937	-0.111406
142.000000	-0.078438	0.073281
143.000000	-0.054687	-0.178750
144.000000	-0.173750	0.541406
